createdAt,updatedAt,patientID,patientName,patientBirthDate,patientNIK,patientPhoneNumber,patientAddress,patientEmail,isAlive,qualityScore,nameQuality
2020-03-25 07:47:28.571534,2020-03-25 07:47:28.571534,cda4fd07-16ed-4254-a454-75737dd54531,Nanda,1984-02-08,7202326801038803,62876690501,"Jalan Jl. Rajawali Barat No. 958, RT 12/RW 03, Ville, Jakarta Timur 61773",nanda665@gmail.co.id,True,100,OneWord
2022-07-08 19:14:36.361826,2022-07-08 19:14:36.361826,f437f761-5f05-4371-9e22-42b1629aa28e,Fajar,1954-09-02,6211545802236855,62828452440,"Komplek Jl. Ahmad Dahlan No. 736, RT 11/RW 10, Ville, Jakarta Barat 76578",fajar624@outlook.com,True,100,OneWord
2023-05-26 00:22:26.520191,2024-08-09 05:21:11.705485,5d1f4201-b66b-46df-97a9-b8afa0f620b6,Deni Oktaviani Kartika,1997-08-15,5116351902185198,62816279766,"Komplek Gg. Cikutra Barat No. 311, RT 06/RW 01, Ville, Jakarta Timur 14343",denioktaviani703@gmail.com,True,100,Valid
2021-08-17 16:19:18.806689,2021-08-17 16:19:18.806689,51bea6cf-3f07-488f-b2a3-28d80d836f18,Fajar Oktaviani,2009-01-12,3173014202016470,62858676143,"Jl. Gang Raya Setiabudhi No. 612, RT 01/RW 07, Ville, Bandar Lampung 86920",fajaroktaviani836@gmail.co.id,True,100,Valid
2024-01-29 11:15:57.204395,2025-06-18 12:32:13.440785,fe69fee5-3147-449f-8208-bfafd6458dbc,Zaki,1951-08-07,1935122704088883,62837999169,"Gang Gg. K.H. Wahid Hasyim No. 26, RT 04/RW 06, Ville, Malang 58504",zaki577@yahoo.com,True,100,OneWord
2021-02-04 09:58:20.442258,2021-02-04 09:58:20.442258,3adad033-1123-4c0d-99c5-d5126cea3cfe,Galih Kurniawan,2013-02-01,5224495503916983,62893917858,"Gg. Jalan Ir. H. Djuanda No. 623, RT 07/RW 01, Ville, Tangerang 68000",galihkurniawan931@outlook.com,True,100,Valid
2022-11-25 17:58:57.499989,2023-11-12 15:39:03.802103,6b1c0062-d846-4fe1-81bd-a70017e207d9,Ayu Hana,1945-10-21,6198071702994175,62867571072,"Jl. Jl. Otto Iskandardinata No. 612, RT 14/RW 09, Ville, Banjarmasin 24189",ayumaharani533@outlook.com,True,100,Valid
2021-06-04 05:49:25.642300,2021-06-04 05:49:25.642300,5545919e-e205-494b-a539-5a3bc8c78032,Wahyu Maharani,1934-09-24,5305612405767643,62803064834,"Perum Gang Jayawijaya No. 823, RT 09/RW 04, Ville, Medan 13689",wahyumaharani929@gmail.com,True,100,Valid
2023-07-12 08:28:06.993069,2024-02-03 09:47:46.989139,21002eab-d632-4754-848b-2af7811ef3aa,Mira,1996-03-13,6423835211964138,62859752442,"Komplek Jalan K.H. Wahid Hasyim No. 614, RT 01/RW 09, Ville, Palembang 20555",,True,95,OneWord
2022-07-11 17:33:04.857127,2023-08-09 22:14:35.096174,3bab977e-4101-473f-a615-70991d5fdab3,Citra Oktaviani,1979-07-18,5275011302514094,62893695333,"Jalan Gang Tubagus Ismail No. 138, RT 02/RW 10, Ville, Jakarta Barat 12052",citraoktaviani865@yahoo.com,True,100,Valid
2024-09-26 07:18:17.545621,2025-03-04 10:27:23.985123,68a3d026-6f2a-4e47-bd8a-bf77e71d601f,Irfan Kusuma,1989-06-11,7407244608227030,62896678275,"Perum Gg. R.E Martadinata No. 833, RT 04/RW 08, Ville, Jakarta Pusat 12986",irfankusuma8@yahoo.co.id,True,100,Valid
2020-09-15 05:40:59.476596,2020-09-15 05:40:59.476596,d5f1e0b6-eb43-4d5e-9b65-0f8b1d2f5ac9,Deni,1980-12-17,,62870255620,"Gg. Gang Peta No. 937, RT 09/RW 03, Ville, Jakarta Timur 26076",deni552@gmail.com,True,75,OneWord
2022-11-19 17:40:36.555181,2025-01-22 18:20:29.939364,d1c5de46-ef0c-4f6d-a2ba-8a4a637c26e3,Putri Chandra,2016-06-29,5299961009820639,62815047411,"Gang Gg. HOS. Cokroaminoto No. 126, RT 19/RW 04, Ville, Tangerang 37122",putrichandra448@yahoo.com,True,100,Valid
2024-06-25 03:26:00.085883,2024-12-26 03:50:15.016912,03c574b9-d795-4357-88c8-1e6d5c83f4eb,Sari Susanti,2007-07-07,1519460106678545,62852816835,"Perum Gang Rawamangun No. 965, RT 03/RW 07, Ville, Pekanbaru 11350",sarisusanti125@yahoo.co.id,True,100,Valid
2022-04-24 03:17:57.721109,2022-04-24 03:17:57.721109,87dcafa5-9728-42cd-bcb3-7920ffb238be,Zaki Wibowo,1967-01-15,6440742605025218,62872813994,"Perum Jalan Suniaraja No. 293, RT 07/RW 10, Ville, Batam 72123",zakiwibowo239@yahoo.co.id,True,100,Valid
2020-03-24 09:43:56.449756,2024-01-27 20:34:05.422229,6a1e21dc-42ec-4d30-981a-6c905f391deb,Sari Wijaya,1993-09-14,1969340805920228,62825890348,"Jl. Gg. Kutai No. 924, RT 19/RW 09, Ville, Jakarta Utara 18021",sariwijaya88@gmail.com,True,100,Valid
2023-11-22 22:36:10.930414,2024-07-16 08:52:20.982909,86b16bbc-14f3-4479-aa49-2dbe14225471,Deni Rahayu,1977-06-18,6364605703807715,62890784887,"Perum Jl. W.R. Supratman No. 238, RT 07/RW 02, Ville, Yogyakarta 32248",denirahayu28@outlook.com,True,100,Valid
2022-10-20 01:22:52.171010,2023-01-20 21:48:35.133138,2df3013f-205e-4d9d-ab29-ab73d890a5da,Citra,,3264423112683748,62864457584,"Jalan Jl. Surapati No. 463, RT 14/RW 05, Ville, Bogor 89267",citra97@outlook.com,True,85,OneWord
2023-04-15 18:13:13.812016,2023-04-15 18:13:13.812016,0ecab7f4-6d11-4126-9bc3-b43e0fd37376,Yuni Santoso,2020-08-04,3269721511887497,62820684329,"Jl. Jalan Yos Sudarso No. 249, RT 12/RW 06, Ville, Bandung 32850",yunisantoso485@yahoo.com,True,100,Valid
2024-05-03 19:39:01.896292,2024-05-30 07:55:24.097347,f51f57f8-054c-4855-a030-c4f451c5158c,Rani,2015-12-25,6178284904148717,62871492265,"Jl. Gg. Tubagus Ismail No. 172, RT 18/RW 09, Ville, Jakarta Pusat 64338",rani95@outlook.com,True,100,OneWord
2021-10-18 13:33:59.254044,2024-04-11 09:36:46.474367,22d47c9b-87d9-4964-9eab-79b16dd129d1,Joko Wibowo,1983-08-29,1213592403063936,62814060086,"Jalan Gang Cempaka No. 649, RT 11/RW 08, Ville, Jakarta Selatan 31171",jokowibowo770@yahoo.com,True,100,Valid
2021-04-30 03:29:14.416848,2021-04-30 03:29:14.416848,bab8c502-7e6c-45ff-9ac2-62259ced425e,Hana,1991-01-09,9492232810532720,62839409776,"Komplek Gg. Dipenogoro No. 335, RT 18/RW 01, Ville, Banjarmasin 37677",hana36@gmail.com,True,100,OneWord
2023-01-09 10:45:14.492751,2024-01-19 02:33:17.534081,5dabaddd-b636-4ad4-91b2-02c7ebdf4e5f,  Oktavia Wibowo  ,,,62828707202,"Gang Jl. Cikutra Barat No. 418, RT 20/RW 03, Ville, Jakarta Timur 25095",oktaviawibowo832@yahoo.com,True,60,Valid
2023-12-03 05:15:37.685630,2023-12-15 01:00:18.710374,f778d32d-575f-4f5c-a6b8-bd6331c3387a,Fitri,1991-07-26,1292311811062822,62811708059,"Gang Jalan Sentot Alibasa No. 848, RT 16/RW 08, Ville, Jakarta Barat 61714",fitri522@gmail.com,True,100,OneWord
2021-09-07 20:49:54.729859,2021-09-07 20:49:54.729859,c1e6c918-ee8e-4d59-b229-c67153371958,Irfan Wijaya,2022-11-15,1491524105800481,62858533046,"Komplek Jl. Tebet Barat Dalam No. 90, RT 06/RW 03, Ville, Jakarta Selatan 23994",irfanwijaya459@gmail.co.id,True,100,Valid
2021-12-13 19:03:13.108102,2022-01-01 22:27:55.308012,a4f88462-0cce-479a-ab43-a48a4914b445,Deni,1977-06-18,6364605703807715,62890784887,"Perum Jl. W.R. Supratman No. 238, RT 07/RW 02, Ville, Yogyakarta 32248",denirahayu28@outlook.com,True,100,OneWord
2022-11-15 05:59:30.026324,2024-06-21 23:03:01.878335,b2704042-a999-4c70-ab86-826ba3015e0a,Fajar,2017-12-30,8156665902841331,62889496927,"Komplek Gg. Pelajar Pejuang No. 976, RT 05/RW 10, Ville, Bekasi 68876",fajar100@yahoo.com,True,100,OneWord
2021-04-01 10:35:13.626050,2021-04-01 10:35:13.626050,78de2b63-3d71-4983-91dc-7987b0285272,Hana,1977-11-11,7144922910450241,62805300618,"Gang Jl. Surapati No. 734, RT 14/RW 02, Ville, Denpasar 75867",hana271@outlook.com,True,100,OneWord
2023-03-17 11:03:09.012098,2023-03-17 11:03:09.012098,e38f7998-ff5b-47bc-882e-be4c52efe029,Lia Suryanto,1983-09-22,6482970801991112,62830848803,"Gg. Gang Kapten Muslihat No. 319, RT 10/RW 04, Ville, Bandung 69417",liasuryanto974@yahoo.co.id,True,100,Valid
2023-02-04 04:35:56.353824,2023-12-08 09:36:01.886562,15028a9b-9b8f-411b-a65b-82f0a3564540,Nanda  Wijaya,1935-06-19,8122984712117561,62827915635,"Jl. Jalan Ciumbuleuit No. 147, RT 19/RW 01, Ville, Jakarta Timur 62565",nandawijaya495@gmail.co.id,True,100,Valid
2021-07-20 12:44:38.627378,2022-05-24 13:10:14.039595,4200ca51-272b-4e75-b27d-6cce5b36bf75,Lia,1937-06-28,3644394603860678,62824255206,"Perum Gang Setiabudhi No. 571, RT 17/RW 09, Ville, Jakarta Pusat 63133",liawijaya370@gmail.co.id,True,100,OneWord
2020-10-22 09:47:45.466397,2020-10-22 09:47:45.466397,cc66b329-3802-4d09-9c17-3fb11d6f2568,Hadi Indrawati,1999-07-26,5306393001049822,62806032650,"Jalan Gg. Gegerkalong Hilir No. 71, RT 04/RW 02, Ville, Tangerang 94478",hadiindrawati274@gmail.co.id,True,100,Valid
2020-05-09 09:08:19.322677,2025-03-23 22:14:16.918515,92088b56-addd-4d35-be0c-03b5eae69f9e,Oktavia Anggraini,1951-01-02,7440746011116997,62839864828,"Jl. Gang Tubagus Ismail No. 658, RT 04/RW 01, Ville, Banjarmasin 34749",oktaviaanggraini45@outlook.com,True,100,Valid
2024-05-20 04:10:59.300881,2024-07-03 21:34:01.096136,3e96fe21-0722-4e23-a09e-f62793e04155,Gita,,7256565304166082,62851673851,"Perum Jalan Jakarta No. 330, RT 16/RW 05, Ville, Samarinda 18992",gita304@yahoo.co.id,True,85,OneWord
2024-03-03 21:28:46.147229,2024-04-24 09:10:48.246507,ff535ee1-f312-4321-be78-03e3d3011f5f,Wahyu,1989-01-16,5275474302232337,62840872008,"Perum Gang BKR No. 385, RT 07/RW 10, Ville, Samarinda 92669",wahyu763@yahoo.com,True,100,OneWord
2021-09-12 21:44:58.019930,2025-03-17 08:10:13.455380,e7379338-c7c1-4b22-9bf6-ddb9315ba330,Kartika Wibowo,1981-06-26,1416186111384551,62850733743,"Komplek Jalan Pasir Koja No. 737, RT 07/RW 02, Ville, Surabaya 61964",kartikawibowo762@yahoo.co.id,True,100,Valid
2021-02-24 02:06:51.986527,2021-02-24 02:06:51.986527,02008252-c394-493d-9936-d4e631695624,Eka Permana,1979-08-02,,62822530620,"Perum Gang Sukajadi No. 774, RT 14/RW 04, Ville, Jakarta Selatan 77310",ekapermana11@yahoo.com,True,75,Valid
2021-05-03 04:05:38.265914,2023-11-15 13:43:38.731319,ac77a1bf-83fd-4ea0-bf4a-561be2466443,Hadi Kusuma,2014-12-04,7158746110533207,62808544824,"Komplek Gang Asia Afrika No. 660, RT 08/RW 05, Ville, Batam 46380",,True,95,Valid
2022-12-17 22:01:08.804632,2024-11-06 18:31:59.582449,ce6eacb7-eb8d-4364-83f8-4909961ce28b,Citra,2000-01-11,8233075307687853,62826754349,"Gg. Jalan Laswi No. 400, RT 19/RW 05, Ville, Denpasar 72308",citra465@gmail.co.id,True,100,OneWord
2023-08-24 03:03:24.081685,2023-08-24 03:03:24.081685,7f666447-c87a-4ac8-90e0-ae2286b9443d,Maya Purnomo,2024-06-28,7341221209793801,62817958084,"Jl. Jl. K.H. Wahid Hasyim No. 966, RT 06/RW 03, Ville, Samarinda 92231",mayapurnomo736@gmail.com,True,100,Valid
2021-01-07 07:00:37.796059,2023-07-03 14:02:37.193449,a60d3185-cb2b-450b-8611-da7eadcb24dd,Indra Lia,1936-10-04,3529966210797056,62878575210,"Jl. Jl. Pasirkoja No. 367, RT 08/RW 10, Ville, Padang 66803",indra332@gmail.com,True,100,Valid
2020-05-06 03:07:40.320981,2020-05-06 03:07:40.320981,5968b272-cfa5-451e-a58f-b36c5d5ae985,Citra Sari,1986-06-19,6252695810015857,62841436686,"Komplek Jl. Raya Setiabudhi No. 658, RT 12/RW 09, Ville, Palembang 35034",citrasari148@gmail.co.id,True,100,Valid
2024-04-21 22:59:05.644094,2024-04-21 22:59:05.644094,492a57d1-9d2b-4f24-93eb-4ae46cadd4b2,Tono Santoso,,,62807805361,"Komplek Jl. Cihampelas No. 763, RT 15/RW 02, Ville, Padang 76961",tonosantoso273@gmail.co.id,True,60,Valid
2024-09-21 18:04:25.919214,2024-11-16 20:16:32.151433,6a947641-77f6-430e-922a-476f51d0b316,Galih Wibowo,2004-09-15,6599082703078453,62801944704,"Komplek Gg. W.R. Supratman No. 407, RT 04/RW 07, Ville, Jakarta Barat 41026",galihwibowo551@gmail.co.id,True,100,Valid
2024-08-21 20:49:14.630636,2025-03-26 06:43:54.822958,1616e233-0473-453e-b2f0-5d2993daaa22,Hana Kartika,1936-10-25,3450275701119074,62833857859,"Gg. Jalan Suryakencana No. 401, RT 05/RW 04, Ville, Jakarta Utara 77197",,True,95,Valid
2024-08-17 05:46:50.132578,2025-03-02 10:21:56.064566,ddd9422e-697e-4578-8b88-7c8b2d80003e,Indra,1936-10-04,3529966210797056,62878575210,"Jl. Jl. Pasirkoja No. 367, RT 08/RW 10, Ville, Padang 66803",indra332@gmail.com,True,100,OneWord
2022-05-11 19:50:41.215047,2022-10-22 19:47:09.841421,6aae1086-1dae-4f47-ae47-ede211fb8ef2,Reza Wibowo,1938-11-06,1591045903737208,62880012671,"Perum Jl. Merdeka No. 377, RT 18/RW 03, Ville, Yogyakarta 78489",rezawibowo907@outlook.com,True,100,Valid
2024-02-08 23:00:54.370943,2024-12-21 14:24:10.462217,35de49c5-a0ca-48f8-9717-f6c0a2c8fcf9,Fajar Chandra,,3601122101379980,62816399717,"Komplek Jl. M.H Thamrin No. 206, RT 16/RW 09, Ville, Medan 63350",fajarchandra471@gmail.co.id,True,85,Valid
2023-10-11 13:26:51.171919,2023-10-11 13:26:51.171919,bd5f2f3d-0ec7-4e43-bcd9-7be4de2917f8,Eka Permana,2022-05-20,7539681401650288,62872166865,"Gg. Jl. KH Amin Jasuta No. 664, RT 13/RW 04, Ville, Samarinda 31578",ekapermana847@gmail.co.id,True,100,Valid
2021-03-08 16:35:19.249522,2023-05-06 07:41:12.041354,e9740c23-0b2c-4609-916c-3f6a8c84ee56,Fitri,,8199835006202131,62823189865,"Perum Gg. HOS. Cokroaminoto No. 758, RT 09/RW 06, Ville, Pekanbaru 87175",,True,80,OneWord
2021-05-22 02:37:49.064604,2022-03-21 09:47:54.626141,b38aa4b8-8853-4362-8c46-b86e35c9dc96,Fajar,,7666415904985426,62889899491,"Perum Jalan M.T Haryono No. 27, RT 04/RW 08, Ville, Palembang 16567",fajar293@yahoo.com,False,85,OneWord
2023-05-14 13:42:00.351196,2024-10-22 12:23:22.453417,8f3b5393-733d-46a0-84ce-6558861d6316,Tono Kurniawan,1985-03-20,7148032508841358,62898680509,"Komplek Gang Kutai No. 43, RT 20/RW 10, Ville, Jakarta Selatan 82407",tonokurniawan81@gmail.com,True,100,Valid
2020-04-18 20:05:00.667412,2021-08-30 22:23:26.984983,8fa517a1-b605-4f44-bb11-938b89cac727,Oscar,1959-03-05,5331895508684910,62849338958,"Komplek Gang M.H Thamrin No. 454, RT 07/RW 03, Ville, Semarang 94220",oscar611@gmail.co.id,True,100,OneWord
2022-10-11 06:05:34.369806,2022-10-11 06:05:34.369806,ac18eb75-a500-440c-8f37-5f828dde699f,Reza Lestari,1958-06-22,7124254206580130,62836175554,"Perum Gg. Abdul Muis No. 751, RT 03/RW 04, Ville, Pekanbaru 41661",rezalestari416@gmail.com,True,100,Valid
2021-09-14 19:32:15.979550,2021-09-14 19:32:15.979550,fdb03907-cc3c-4329-bddd-1fef6d80512e,Tono,1996-10-01,9497591712780528,62883608313,"Jalan Jalan Jend. A. Yani No. 893, RT 15/RW 03, Ville, Bandung 27780",tono833@yahoo.com,True,100,OneWord
2020-04-12 22:23:13.183960,2020-04-12 22:23:13.183960,ff94e34c-7625-4115-b1b7-3d72f55badd0,Eka Permana,1997-06-14,1256746512746209,62879688231,"Gang Gang Pelajar Pejuang No. 213, RT 19/RW 08, Ville, Palembang 56287",ekapermana55@yahoo.co.id,True,100,Valid
2023-04-12 16:53:39.087435,2023-04-12 16:53:39.087435,c7b1c298-a46d-4ed1-b803-eecd20672e2b,Irfan,1966-09-01,5167566202540083,62847887734,"Komplek Jalan Kendalsari No. 199, RT 18/RW 05, Ville, Jakarta Utara 35544",irfan148@gmail.co.id,True,100,OneWord
2020-06-19 09:39:09.622720,2020-06-19 09:39:09.622720,988af339-6776-47d5-9727-06a7932a4e07,Eka Setiawan,1996-11-07,8231562606073646,62858154706,"Jalan Jalan Gegerkalong Hilir No. 582, RT 07/RW 09, Ville, Batam 57521",ekasetiawan645@outlook.com,True,100,Valid
2020-05-10 03:12:49.072703,2024-09-06 19:20:45.183167,4ff2b71e-77e4-4de3-a608-e19088c478d9,Galih,,3104481601924599,62880901312,"Jalan Gang Dr. Djunjunan No. 455, RT 14/RW 10, Ville, Semarang 43918",galih818@yahoo.com,True,85,OneWord
2022-12-02 01:41:53.232668,2022-12-02 01:41:53.232668,9f2f7b86-c8cf-4903-8262-140f362692d9,Fajar Wibowo,1963-10-21,1954312312834480,62805814832,"Gang Jl. R.E Martadinata No. 872, RT 04/RW 02, Ville, Surabaya 98729",fajarwibowo118@yahoo.com,True,100,Valid
2024-01-24 11:24:49.988774,2024-10-20 01:42:19.013669,a1ccc99f-1949-48d7-92b4-f5bb95480002,Dewi Sari,1956-08-13,7636992302956407,62834697185,"Perum Jalan Dipatiukur No. 544, RT 20/RW 03, Ville, Medan 56848",dewisari529@gmail.com,True,100,Valid
2021-11-23 22:26:35.096466,2022-04-15 23:21:52.773796,dd283ec6-8749-4fb7-a82f-d42752399812,Dewi Wardani,1988-08-25,1612542112444884,62889507497,"Perum Jalan Ciumbuleuit No. 60, RT 18/RW 08, Ville, Palembang 41506",dewiwardani646@yahoo.co.id,True,100,Valid
2020-11-21 16:02:34.906689,2020-11-21 16:02:34.906689,a20d47f0-bd4d-4f23-86f8-bdadf9331a37,Sinta Fitriani,1943-10-14,7282345612612348,62825908613,"Gang Gg. Medokan Ayu No. 395, RT 02/RW 08, Ville, Samarinda 80539",sintafitriani628@gmail.com,True,100,Valid
2023-06-17 15:02:32.629710,2023-09-13 18:42:43.079099,5d9dcb91-96fa-47f3-92c9-abd462db3c43,Wahyu Sari,1953-10-28,8191653012708142,62899854386,"Jalan Gang Kutai No. 299, RT 06/RW 06, Ville, Pekanbaru 20851",wahyusari364@outlook.com,True,100,Valid
2023-01-16 23:54:21.206971,2024-03-01 13:57:56.484440,0bf3e704-1a5f-4d9e-8d69-24927a677809,Vina,1956-06-28,1124866703687773,62862019288,"Jl. Gg. PHH. Mustofa No. 943, RT 20/RW 09, Ville, Bandung 99397",vina578@outlook.com,True,100,OneWord
2021-03-06 22:39:05.203789,2021-03-06 22:39:05.203789,04b24b19-5550-461a-9735-570f6d90a26d,Nina,2008-01-01,6339784307031611,62865208649,"Jalan Gg. Jayawijaya No. 409, RT 12/RW 07, Ville, Jakarta Utara 48850",nina712@gmail.co.id,True,100,OneWord
2021-09-11 15:37:21.807976,2021-10-20 18:34:41.761942,e1990062-cdc8-4220-adcf-5de314590fd6,Putra,1970-07-14,5326255203802574,62856841873,"Gang Jl. Cempaka No. 1, RT 14/RW 07, Ville, Denpasar 25498",putra700@gmail.co.id,True,100,OneWord
2020-04-08 11:18:44.113657,2020-04-08 11:18:44.113657,cf402dd9-d43f-40a6-a6a7-516970e45345,Hana Handoko,1995-10-24,1401704503218150,62812309311,"Perum Gang Merdeka No. 203, RT 09/RW 05, Ville, Medan 88907",hanahandoko213@gmail.com,True,100,Valid
2024-02-01 18:59:44.432407,2024-02-01 18:59:44.432407,6ca9aebe-0dd2-44e1-8b3e-81832c51f64f,Tono Wardani,1945-02-03,7182980103258465,62880172817,"Gg. Jalan Stasiun Wonokromo No. 658, RT 14/RW 02, Ville, Pekanbaru 92041",,True,95,Valid
2022-06-03 18:35:41.041779,2024-02-15 08:12:07.742302,15b1a2f9-cff4-4c91-914a-9197ec6b3377,Citra,2023-02-25,8182972602653039,62850479176,"Perum Jl. K.H. Wahid Hasyim No. 815, RT 14/RW 01, Ville, Samarinda 66147",citrachandra498@gmail.com,True,100,OneWord
2020-02-07 00:16:38.398977,2023-12-21 07:07:11.879405,d00ee122-443e-4811-be57-1602915a368f,Rani Santoso,1969-08-05,7205657001866566,62812282820,"Komplek Jalan M.T Haryono No. 788, RT 08/RW 01, Ville, Pekanbaru 41509",ranisantoso152@yahoo.co.id,True,100,Valid
2021-01-29 22:52:50.211900,2023-04-24 11:00:09.140475,30526ca1-7381-4987-b64d-f6f3c85ed7f8,Mira,1939-08-09,5296302502367597,62867295819,"Gang Gg. Dipatiukur No. 319, RT 13/RW 01, Ville, Makassar 87453",mira862@gmail.com,True,100,OneWord
2024-04-18 07:49:01.454000,2025-03-11 23:26:53.008960,e3cc23f5-5322-49c0-ab6f-3143d24d3460,Sari Pratama,2001-09-23,5317643005232670,62843528651,"Gang Jl. Ahmad Yani No. 135, RT 20/RW 08, Ville, Pekanbaru 55954",saripratama887@yahoo.co.id,True,100,Valid
2023-06-05 14:33:47.479351,2024-09-12 20:26:58.869249,fb6f8022-c82f-44f0-acf1-e662e11d6111,Kartika Wijaya,,6390910304152468,62841516771,"Jl. Jl. Jend. Sudirman No. 557, RT 08/RW 01, Ville, Jakarta Pusat 83004",kartikawijaya642@gmail.com,True,85,Valid
2023-04-18 07:30:17.171187,2024-05-18 15:04:09.077971,709c0995-6b6c-43ad-837d-caa9207ff134,Ayu Indrawati,1988-02-20,6465096312079543,62812038621,"Jalan Jl. Waringin No. 84, RT 17/RW 03, Ville, Palembang 13348",,True,95,Valid
2022-03-15 07:24:09.632339,2022-09-08 18:09:49.863719,c81feb63-b31d-4fd1-81ac-65673dfbb0af,Oktavia Permana,1989-10-02,,62809936110,"Jalan Jl. KH Amin Jasuta No. 672, RT 15/RW 10, Ville, Bekasi 13499",oktaviapermana452@yahoo.com,True,75,Valid
2023-07-24 15:42:16.808747,2023-12-04 14:54:14.864650,b65443d0-c760-4202-914c-9f441d21c229,Tono,1950-10-24,3404693010452044,62858199627,"Jalan Gg. Cihampelas No. 432, RT 18/RW 10, Ville, Padang 75744",tono911@yahoo.com,True,100,OneWord
2022-06-21 06:48:32.599085,2023-03-06 16:00:13.301489,3c2a6f49-df22-4e69-ab2b-2f9b3215d309,Eka Rahayu,,7262315806701477,62833543634,"Jalan Gg. Pelajar Pejuang No. 217, RT 07/RW 06, Ville, Jakarta Pusat 43743",ekarahayu115@yahoo.com,False,85,Valid
2021-04-30 05:38:40.327091,2021-04-30 05:38:40.327091,b7e19235-e56f-4d8f-b9af-e8493da6cf68,Yuni,1948-07-22,8242754806699126,62823268225,"Jalan Jalan Astana Anyar No. 926, RT 10/RW 10, Ville, Bekasi 80346",yuni223@outlook.com,True,100,OneWord
2024-08-03 22:00:29.761536,2024-08-03 22:00:29.761536,e5238b48-5dc7-47c9-8987-280c1be05106,Nina Kusuma,2014-10-18,1682346602805761,62834207146,"Perum Jl. Pacuan Kuda No. 393, RT 03/RW 08, Ville, Yogyakarta 47884",ninakusuma525@yahoo.com,True,100,Valid
2020-04-05 22:52:37.432940,2020-04-05 22:52:37.432940,0e7e93b9-88b6-40ca-a863-75f7d4de25b4,Eka Anggraini,1996-07-03,3145621103015811,62864734713,"Gang Jalan Indragiri No. 509, RT 07/RW 06, Ville, Jakarta Utara 71047",ekaanggraini832@gmail.co.id,True,100,Valid
2024-04-19 13:57:28.724794,2025-06-18 17:30:50.674075,bdaaa251-5a55-424e-a2af-1b82b5335cb0,Nanda Purnomo,,6280305302051424,62805006942,"Komplek Gang Kiaracondong No. 217, RT 03/RW 09, Ville, Malang 93388",nandapurnomo538@outlook.com,True,85,Valid
2020-03-24 12:19:24.145283,2022-09-15 13:55:29.541424,76e35025-66b8-4c77-b0c0-df99683dd6da,Lina,1984-05-08,1186347112895788,62856810710,"Gg. Gang Sukabumi No. 348, RT 02/RW 01, Ville, Semarang 26463",lina420@gmail.co.id,True,100,OneWord
2023-08-21 18:57:33.932253,2023-08-21 18:57:33.932253,f9c74efb-7f67-44f9-8473-2b7322223188,Yuni Chandra,2003-06-13,3119420401870928,62816064007,"Jl. Gg. Gegerkalong Hilir No. 94, RT 06/RW 03, Ville, Denpasar 31340",yunichandra123@outlook.com,True,100,Valid
2023-12-27 19:35:32.243220,2025-06-14 11:16:33.440065,cafd8f5d-9a3e-4385-91f6-0c3b4c79eada,Tari,1965-07-02,7547686909759011,62886848407,"Jl. Jl. Rajawali Barat No. 884, RT 07/RW 08, Ville, Bogor 78517",tari662@gmail.co.id,True,100,OneWord
2023-05-26 21:33:29.685565,2023-05-26 21:33:29.685565,68a0ae19-bac8-4db3-8887-0e6b46563d90,Kartika,2005-10-17,5103465301138314,62855852084,"Jalan Jl. Moch. Ramdan No. 339, RT 11/RW 04, Ville, Banjarmasin 23705",,True,95,OneWord
2022-12-11 11:20:45.377651,2023-01-11 19:31:58.162212,b3b315bb-06e8-4f89-92b6-4a7a04ff0a0b,Kiki,1996-05-13,1486691411062123,62885610409,"Gang Jl. Cikutra Timur No. 543, RT 20/RW 01, Ville, Bandung 46450",kiki964@gmail.co.id,True,100,OneWord
2024-03-26 13:33:52.382066,2024-03-26 13:33:52.382066,535bf4cf-cf23-46fd-8b07-e00ee785d295,Eka Kusuma,1953-02-26,7314214112922874,62853267554,"Perum Gang Ciumbuleuit No. 368, RT 20/RW 03, Ville, Semarang 19526",ekakusuma834@yahoo.com,True,100,Valid
2022-07-01 04:40:21.380805,2022-07-01 04:40:21.380805,d09981b3-4993-4abd-b549-cb569f48b67b,Eka,1953-02-26,7314214112922874,62853267554,"Perum Gang Ciumbuleuit No. 368, RT 20/RW 03, Ville, Semarang 19526",ekakusuma834@yahoo.com,True,100,OneWord
2021-07-31 02:15:03.532058,2023-03-01 07:36:37.626936,cb91f4c2-7488-4d3f-b4f4-8f150cc67b3d,Budi Rahayu,,7138474711915006,62810519315,"Perum Gg. Pasir Koja No. 567, RT 07/RW 03, Ville, Malang 93305",budirahayu440@gmail.com,True,85,Valid
2022-02-08 08:13:56.635335,2022-02-08 08:13:56.635335,974eb1a5-5738-4e8c-a295-f5c286601cd3,Lina Maharani,1949-01-03,7538032108544667,62856434306,"Perum Gang Kutisari Selatan No. 172, RT 16/RW 04, Ville, Bogor 14071",,True,95,Valid
2020-10-11 11:31:09.593711,2023-04-19 10:02:27.895487,42e0344b-0d05-4e01-967a-ac46e5d9f978,Lina Handoko,2024-10-11,7240581807107699,62821750476,"Jalan Jalan Cikutra Barat No. 91, RT 13/RW 05, Ville, Bekasi 78385",linahandoko90@gmail.co.id,True,100,Valid
